Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"mouseOver(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Assigned Programs_k-icon k-i-file-exce_807b9d""), OPTIONAL)",Chrome 108.0.0.0,,,2023-01-02 12:54:29,2023-01-02 12:54:30,0.792s,PASSED
"mouseOver(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Assigned Programs_k-icon k-i-file-pdf _669663""), OPTIONAL)",Chrome 108.0.0.0,,,2023-01-02 12:54:30,2023-01-02 12:54:30,0.655s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  31""), ""Records : 31"")",Chrome 108.0.0.0,,,2023-01-02 12:54:30,2023-01-02 12:54:30,0.006s,NOT_RUN
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2023-01-02 12:54:30,2023-01-02 12:54:31,0.804s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-check-square fa-lg""))",Chrome 108.0.0.0,,,2023-01-02 12:54:31,2023-01-02 12:54:32,0.564s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Contains_assignedPrograms-SELECTED-ro_1fd6e7""), OPTIONAL)",Chrome 108.0.0.0,,,2023-01-02 12:54:32,2023-01-02 12:54:32,0.608s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_KL0_assignedPrograms-SELECTED-row-1-col-0""), OPTIONAL)",Chrome 108.0.0.0,,,2023-01-02 12:54:32,2023-01-02 12:54:33,0.592s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-square-o""))",Chrome 108.0.0.0,,,2023-01-02 12:54:33,2023-01-02 12:54:34,0.785s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-check-square fa-lg""))",Chrome 108.0.0.0,,,2023-01-02 12:54:34,2023-01-02 12:54:34,0.564s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-square-o""))",Chrome 108.0.0.0,,,2023-01-02 12:54:34,2023-01-02 12:54:35,0.591s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _582439""))",Chrome 108.0.0.0,,,2023-01-02 12:54:35,2023-01-02 12:54:35,0.542s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  3""), ""Records : 3"")",Chrome 108.0.0.0,,,2023-01-02 12:54:35,2023-01-02 12:54:37,1.941s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2023-01-02 12:54:37,2023-01-02 12:54:38,0.588s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2023-01-02 12:54:38,2023-01-02 12:54:38,0.547s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2023-01-02 12:54:38,2023-01-02 12:54:41,2.264s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2023-01-02 12:54:41,2023-01-02 12:54:41,0.595s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2023-01-02 12:54:41,2023-01-02 12:54:43,2.227s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2023-01-02 12:54:43,2023-01-02 12:54:44,0.608s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/a_About MarketProminence_mpweb-navbar-icon-_43a834""))",Chrome 108.0.0.0,,,2023-01-02 12:54:44,2023-01-02 12:54:46,2.138s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Log Out""))",Chrome 108.0.0.0,,,2023-01-02 12:54:46,2023-01-02 12:54:47,0.586s,PASSED
"navigateToUrl(""https://mpwebsandbox.mhkdevsandbox.com/authenticate/Account/Logout?logoutId=CfDJ8K87TC5dzgBOtk8mjK3KbhZJ7srMBqIZeaK84EgHpItsTF3ug5ko5xKSjvrSn0sppYTlFgYNoqazYwuTiT7yZwYC5ERLgfRnHQUREdAE0koEe4iVBz1LPe7vFJyqL0EmWGUsrOdnRAvu33qN8wHH3dOKyIcGEi5fivCul-88yAJ6Ha4jyokVk9V5oWX7BBfFlc8fntCC3N0ijb2oQgkN_P8QOxY-K_BhAxzV_IH5bTo3ElkxmipC2F-Zl0LeoOkhtzPoTv_IzfUWdmNoGsxFoRSFhMtffMz7238EO-0QUWa4N9g_sUGm_ZjZIIHCjuIrMcMnm21n3B9mJIQPAQJWKy7c4VL9OuhLfKhs-07Y-dafoP7Ym62S5pnNUq5IDZ7n721k0WwE4Ryj78D0ZmlRHXJxtf5wUaGovO4ywS_4HDbCawSOzYekU5AODg7F4KHheRJlWghSxocNWvGXaHzepzSq8_KyaP1Pm-9el3YQqsNBpsNjhMiEHvtdyc9KVGGHpE1Rki8jBKph0-owSwtkINw"")",Chrome 108.0.0.0,,,2023-01-02 12:54:47,2023-01-02 12:54:47,0.073s,PASSED
"click(findTestObject(""Object Repository/Page_MarketProminence Authorization/body_MarketProminence Authorization        _4e99f9""))",Chrome 108.0.0.0,,,2023-01-02 12:54:47,2023-01-02 12:54:47,0.275s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MarketProminence Authorization/small_You are now logged out""), ""You are now logged out"")",Chrome 108.0.0.0,,,2023-01-02 12:54:47,2023-01-02 12:54:49,2.179s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2023-01-02 12:54:49,2023-01-02 12:54:51,1.284s,PASSED
