Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Add""))",Chrome 108.0.0.0,,,2022-12-30 17:08:00,2022-12-30 17:08:17,17.091s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Primary_k-button-icon k-icon k-i-arrow-s""))",Chrome 108.0.0.0,,,2022-12-30 17:08:17,2022-12-30 17:08:20,2.938s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Primary_affiliation""), ""staff user"")",Chrome 108.0.0.0,,,2022-12-30 17:08:20,2022-12-30 17:08:24,4.181s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Secondary_affiliation""), ""user2"")",Chrome 108.0.0.0,,,2022-12-30 17:08:24,2022-12-30 17:08:28,4.049s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_M03_assignedPrograms-SELECTED-row-3-col-0""))",Chrome 108.0.0.0,,,2022-12-30 17:08:28,2022-12-30 17:08:30,1.813s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Save""))",Chrome 108.0.0.0,,,2022-12-30 17:08:30,2022-12-30 17:08:32,1.992s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/div_Successfully saved Affiliation""), ""Successfully saved Affiliation."")",Chrome 108.0.0.0,,,2022-12-30 17:08:32,2022-12-30 17:08:32,0.003s,NOT_RUN
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-clo_c0333a""))",Chrome 108.0.0.0,,,2022-12-30 17:08:32,2022-12-30 17:08:42,10.494s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Contains_copyFrom-selected-col-radio-0""))",Chrome 108.0.0.0,,,2022-12-30 17:08:42,2022-12-30 17:08:44,1.679s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Copy""))",Chrome 108.0.0.0,,,2022-12-30 17:08:44,2022-12-30 17:08:44,0.529s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-30 17:08:44,2022-12-30 17:08:44,0.002s,NOT_RUN
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/div_Programs Copied Successfully""), ""Programs Copied Successfully"")",Chrome 108.0.0.0,,,2022-12-30 17:08:44,2022-12-30 17:08:46,1.906s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Copy Programs - staff user_k-button-ic_e1b3d7""))",Chrome 108.0.0.0,,,2022-12-30 17:08:46,2022-12-30 17:09:44,57.548s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Add""))",Chrome 108.0.0.0,,,2022-12-30 17:09:44,2022-12-30 17:09:48,4.205s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Primary_affiliation""), ""staff user"")",Chrome 108.0.0.0,,,2022-12-30 17:09:48,2022-12-30 17:09:54,5.763s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Secondary_affiliation""), ""user3"")",Chrome 108.0.0.0,,,2022-12-30 17:09:54,2022-12-30 17:09:55,0.894s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_KL0_assignedPrograms-SELECTED-row-1-col-0""))",Chrome 108.0.0.0,,,2022-12-30 17:09:55,2022-12-30 17:09:55,0.565s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_M05_assignedPrograms-SELECTED-row-4-col-0""))",Chrome 108.0.0.0,,,2022-12-30 17:09:55,2022-12-30 17:09:56,0.559s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Save""))",Chrome 108.0.0.0,,,2022-12-30 17:09:56,2022-12-30 17:09:56,0.531s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/applyfrom""))",Chrome 108.0.0.0,,,2022-12-30 17:09:56,2022-12-30 17:09:58,2.165s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/ApplytoCheckbox1""))",Chrome 108.0.0.0,,,2022-12-30 17:09:58,2022-12-30 17:10:00,1.672s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/Applytocheckbox2""))",Chrome 108.0.0.0,,,2022-12-30 17:10:00,2022-12-30 17:10:01,0.576s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/Apply""))",Chrome 108.0.0.0,,,2022-12-30 17:10:01,2022-12-30 17:10:01,0.557s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/closeApplypopupwindow""))",Chrome 108.0.0.0,,,2022-12-30 17:10:01,2022-12-30 17:10:10,8.297s,PASSED
a = 1,Chrome 108.0.0.0,,,2022-12-30 17:10:10,2022-12-30 17:10:10,0.007s,PASSED
if (a == 5),Chrome 108.0.0.0,,,2022-12-30 17:10:10,2022-12-30 17:10:10,0.006s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2022-12-30 17:10:10,2022-12-30 17:10:11,1.515s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_SNP(1)_k-icon ng-tns-c68-17 k-i-expand""))",Chrome 108.0.0.0,,,2022-12-30 17:10:11,2022-12-30 17:10:13,1.566s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _a6b016""))",Chrome 108.0.0.0,,,2022-12-30 17:10:13,2022-12-30 17:10:13,0.541s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_user2""), OPTIONAL)",Chrome 108.0.0.0,,,2022-12-30 17:10:13,2022-12-30 17:10:15,2.229s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg f_9fce55""))",Chrome 108.0.0.0,,,2022-12-30 17:10:15,2022-12-30 17:10:16,0.448s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Record  1""), ""Record : 1"")",Chrome 108.0.0.0,,,2022-12-30 17:10:16,2022-12-30 17:10:17,1.502s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg f_5f7ad2""))",Chrome 108.0.0.0,,,2022-12-30 17:10:17,2022-12-30 17:10:18,0.573s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  2""), ""Records : 2"")",Chrome 108.0.0.0,,,2022-12-30 17:10:18,2022-12-30 17:10:20,1.772s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2022-12-30 17:10:20,2022-12-30 17:10:20,0.493s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  3""), ""Records : 3"")",Chrome 108.0.0.0,,,2022-12-30 17:10:20,2022-12-30 17:10:22,1.456s,PASSED
"mouseOver(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Assigned Programs_k-icon k-i-file-exce_807b9d""), OPTIONAL)",Chrome 108.0.0.0,,,2022-12-30 17:10:22,2022-12-30 17:10:23,0.931s,PASSED
"mouseOver(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Assigned Programs_k-icon k-i-file-pdf _669663""), OPTIONAL)",Chrome 108.0.0.0,,,2022-12-30 17:10:23,2022-12-30 17:10:23,0.734s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  31""), ""Records : 31"")",Chrome 108.0.0.0,,,2022-12-30 17:10:23,2022-12-30 17:10:23,0.003s,NOT_RUN
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2022-12-30 17:10:23,2022-12-30 17:10:24,0.630s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-check-square fa-lg""))",Chrome 108.0.0.0,,,2022-12-30 17:10:24,2022-12-30 17:10:25,0.583s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Contains_assignedPrograms-SELECTED-ro_1fd6e7""), OPTIONAL)",Chrome 108.0.0.0,,,2022-12-30 17:10:25,2022-12-30 17:10:25,0.563s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_KL0_assignedPrograms-SELECTED-row-1-col-0""), OPTIONAL)",Chrome 108.0.0.0,,,2022-12-30 17:10:25,2022-12-30 17:10:26,0.567s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-square-o""))",Chrome 108.0.0.0,,,2022-12-30 17:10:26,2022-12-30 17:10:26,0.603s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-check-square fa-lg""))",Chrome 108.0.0.0,,,2022-12-30 17:10:26,2022-12-30 17:10:27,0.549s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-square-o""))",Chrome 108.0.0.0,,,2022-12-30 17:10:27,2022-12-30 17:10:27,0.651s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _582439""))",Chrome 108.0.0.0,,,2022-12-30 17:10:27,2022-12-30 17:10:28,0.567s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  3""), ""Records : 3"")",Chrome 108.0.0.0,,,2022-12-30 17:10:28,2022-12-30 17:10:30,2.214s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2022-12-30 17:10:30,2022-12-30 17:10:31,0.560s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2022-12-30 17:10:31,2022-12-30 17:10:31,0.511s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2022-12-30 17:10:31,2022-12-30 17:10:34,2.390s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2022-12-30 17:10:34,2022-12-30 17:10:35,0.802s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2022-12-30 17:10:35,2022-12-30 17:10:36,1.483s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2022-12-30 17:10:36,2022-12-30 17:10:37,0.530s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/a_About MarketProminence_mpweb-navbar-icon-_43a834""))",Chrome 108.0.0.0,,,2022-12-30 17:10:37,2022-12-30 17:10:43,6.756s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Log Out""))",Chrome 108.0.0.0,,,2022-12-30 17:10:43,2022-12-30 17:10:44,0.466s,PASSED
"navigateToUrl(""https://mpwebsandbox.mhkdevsandbox.com/authenticate/Account/Logout?logoutId=CfDJ8K87TC5dzgBOtk8mjK3KbhZJ7srMBqIZeaK84EgHpItsTF3ug5ko5xKSjvrSn0sppYTlFgYNoqazYwuTiT7yZwYC5ERLgfRnHQUREdAE0koEe4iVBz1LPe7vFJyqL0EmWGUsrOdnRAvu33qN8wHH3dOKyIcGEi5fivCul-88yAJ6Ha4jyokVk9V5oWX7BBfFlc8fntCC3N0ijb2oQgkN_P8QOxY-K_BhAxzV_IH5bTo3ElkxmipC2F-Zl0LeoOkhtzPoTv_IzfUWdmNoGsxFoRSFhMtffMz7238EO-0QUWa4N9g_sUGm_ZjZIIHCjuIrMcMnm21n3B9mJIQPAQJWKy7c4VL9OuhLfKhs-07Y-dafoP7Ym62S5pnNUq5IDZ7n721k0WwE4Ryj78D0ZmlRHXJxtf5wUaGovO4ywS_4HDbCawSOzYekU5AODg7F4KHheRJlWghSxocNWvGXaHzepzSq8_KyaP1Pm-9el3YQqsNBpsNjhMiEHvtdyc9KVGGHpE1Rki8jBKph0-owSwtkINw"")",Chrome 108.0.0.0,,,2022-12-30 17:10:44,2022-12-30 17:10:44,0.067s,PASSED
"click(findTestObject(""Object Repository/Page_MarketProminence Authorization/body_MarketProminence Authorization        _4e99f9""))",Chrome 108.0.0.0,,,2022-12-30 17:10:44,2022-12-30 17:10:44,0.247s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MarketProminence Authorization/small_You are now logged out""), ""You are now logged out"")",Chrome 108.0.0.0,,,2022-12-30 17:10:44,2022-12-30 17:10:47,2.477s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-30 17:10:47,2022-12-30 17:10:48,1.353s,PASSED
