Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Secondary_affiliation""), ""user3"")",Chrome 108.0.0.0,,,2023-01-03 14:27:47,2023-01-03 14:27:48,1.467s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_KL0_assignedPrograms-SELECTED-row-1-col-0""))",Chrome 108.0.0.0,,,2023-01-03 14:27:48,2023-01-03 14:27:49,0.757s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_M05_assignedPrograms-SELECTED-row-4-col-0""))",Chrome 108.0.0.0,,,2023-01-03 14:27:49,2023-01-03 14:27:50,0.715s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Save""))",Chrome 108.0.0.0,,,2023-01-03 14:27:50,2023-01-03 14:27:50,0.675s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2023-01-03 14:27:50,2023-01-03 14:27:50,0.010s,NOT_RUN
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/applyfrom""))",Chrome 108.0.0.0,,,2023-01-03 14:27:50,2023-01-03 14:27:53,2.860s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/ApplytoCheckbox1""))",Chrome 108.0.0.0,,,2023-01-03 14:27:53,2023-01-03 14:27:56,2.390s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/Applytocheckbox2""))",Chrome 108.0.0.0,,,2023-01-03 14:27:56,2023-01-03 14:27:56,0.809s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/Apply""))",Chrome 108.0.0.0,,,2023-01-03 14:27:56,2023-01-03 14:27:57,0.769s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/closeApplypopupwindow""))",Chrome 108.0.0.0,,,2023-01-03 14:27:57,2023-01-03 14:28:07,9.348s,PASSED
a = 1,Chrome 108.0.0.0,,,2023-01-03 14:28:07,2023-01-03 14:28:07,0.015s,PASSED
if (a == 5),Chrome 108.0.0.0,,,2023-01-03 14:28:07,2023-01-03 14:28:07,0.010s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2023-01-03 14:28:07,2023-01-03 14:28:13,6.109s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_SNP(1)_k-icon ng-tns-c68-17 k-i-expand""))",Chrome 108.0.0.0,,,2023-01-03 14:28:13,2023-01-03 14:28:15,2.235s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _a6b016""))",Chrome 108.0.0.0,,,2023-01-03 14:28:15,2023-01-03 14:28:16,0.731s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_user2""), OPTIONAL)",Chrome 108.0.0.0,,,2023-01-03 14:28:16,2023-01-03 14:29:58,1m - 41.932s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg f_9fce55""))",Chrome 108.0.0.0,,,2023-01-03 14:29:58,2023-01-03 14:29:58,0.735s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Record  1""), ""Record : 1"")",Chrome 108.0.0.0,,,2023-01-03 14:29:58,2023-01-03 14:30:04,5.195s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg f_5f7ad2""))",Chrome 108.0.0.0,,,2023-01-03 14:30:04,2023-01-03 14:30:04,0.666s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  2""), ""Records : 2"")",Chrome 108.0.0.0,,,2023-01-03 14:30:04,2023-01-03 14:30:11,6.897s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2023-01-03 14:30:11,2023-01-03 14:30:12,0.575s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  3""), ""Records : 3"")",Chrome 108.0.0.0,,,2023-01-03 14:30:12,2023-01-03 14:30:19,7.449s,PASSED
"mouseOver(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Assigned Programs_k-icon k-i-file-exce_807b9d""), OPTIONAL)",Chrome 108.0.0.0,,,2023-01-03 14:30:19,2023-01-03 14:30:21,2.302s,PASSED
"mouseOver(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Assigned Programs_k-icon k-i-file-pdf _669663""), OPTIONAL)",Chrome 108.0.0.0,,,2023-01-03 14:30:21,2023-01-03 14:30:22,0.718s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  31""), ""Records : 31"")",Chrome 108.0.0.0,,,2023-01-03 14:30:22,2023-01-03 14:30:22,0.007s,NOT_RUN
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2023-01-03 14:30:22,2023-01-03 14:30:23,0.641s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-check-square fa-lg""))",Chrome 108.0.0.0,,,2023-01-03 14:30:23,2023-01-03 14:30:23,0.702s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Contains_assignedPrograms-SELECTED-ro_1fd6e7""), OPTIONAL)",Chrome 108.0.0.0,,,2023-01-03 14:30:23,2023-01-03 14:30:24,0.500s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_KL0_assignedPrograms-SELECTED-row-1-col-0""), OPTIONAL)",Chrome 108.0.0.0,,,2023-01-03 14:30:24,2023-01-03 14:30:24,0.470s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-square-o""))",Chrome 108.0.0.0,,,2023-01-03 14:30:24,2023-01-03 14:30:25,0.654s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-check-square fa-lg""))",Chrome 108.0.0.0,,,2023-01-03 14:30:25,2023-01-03 14:30:26,0.569s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-square-o""))",Chrome 108.0.0.0,,,2023-01-03 14:30:26,2023-01-03 14:30:26,0.698s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _582439""))",Chrome 108.0.0.0,,,2023-01-03 14:30:26,2023-01-03 14:30:27,0.805s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  3""), ""Records : 3"")",Chrome 108.0.0.0,,,2023-01-03 14:30:27,2023-01-03 14:30:30,2.840s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2023-01-03 14:30:30,2023-01-03 14:30:31,0.588s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2023-01-03 14:30:31,2023-01-03 14:33:49,3m - 18.115s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2023-01-03 14:33:49,2023-01-03 14:33:49,0.706s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2023-01-03 14:33:49,2023-01-03 14:33:50,0.618s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2023-01-03 14:33:50,2023-01-03 14:33:59,8.962s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2023-01-03 14:33:59,2023-01-03 14:34:00,0.637s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/a_About MarketProminence_mpweb-navbar-icon-_43a834""))",Chrome 108.0.0.0,,,2023-01-03 14:34:00,2023-01-03 14:34:03,3.156s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Log Out""))",Chrome 108.0.0.0,,,2023-01-03 14:34:03,2023-01-03 14:34:03,0.578s,PASSED
"navigateToUrl(""https://mpwebsandbox.mhkdevsandbox.com/authenticate/Account/Logout?logoutId=CfDJ8K87TC5dzgBOtk8mjK3KbhZJ7srMBqIZeaK84EgHpItsTF3ug5ko5xKSjvrSn0sppYTlFgYNoqazYwuTiT7yZwYC5ERLgfRnHQUREdAE0koEe4iVBz1LPe7vFJyqL0EmWGUsrOdnRAvu33qN8wHH3dOKyIcGEi5fivCul-88yAJ6Ha4jyokVk9V5oWX7BBfFlc8fntCC3N0ijb2oQgkN_P8QOxY-K_BhAxzV_IH5bTo3ElkxmipC2F-Zl0LeoOkhtzPoTv_IzfUWdmNoGsxFoRSFhMtffMz7238EO-0QUWa4N9g_sUGm_ZjZIIHCjuIrMcMnm21n3B9mJIQPAQJWKy7c4VL9OuhLfKhs-07Y-dafoP7Ym62S5pnNUq5IDZ7n721k0WwE4Ryj78D0ZmlRHXJxtf5wUaGovO4ywS_4HDbCawSOzYekU5AODg7F4KHheRJlWghSxocNWvGXaHzepzSq8_KyaP1Pm-9el3YQqsNBpsNjhMiEHvtdyc9KVGGHpE1Rki8jBKph0-owSwtkINw"")",Chrome 108.0.0.0,,,2023-01-03 14:34:03,2023-01-03 14:34:04,0.150s,PASSED
"click(findTestObject(""Object Repository/Page_MarketProminence Authorization/body_MarketProminence Authorization        _4e99f9""))",Chrome 108.0.0.0,,,2023-01-03 14:34:04,2023-01-03 14:34:04,0.397s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MarketProminence Authorization/small_You are now logged out""), ""You are now logged out"")",Chrome 108.0.0.0,,,2023-01-03 14:34:04,2023-01-03 14:34:07,3.440s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2023-01-03 14:34:07,2023-01-03 14:34:10,2.331s,PASSED
Video,Chrome 108.0.0.0,,,2023-01-03 14:34:13,2023-01-03 14:34:13,0.002s,PASSED
