Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Secondary_affiliation""), ""user1"")",Chrome 108.0.0.0,,,2023-01-02 10:29:06,2023-01-02 10:29:09,2.867s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Lan_assignedPrograms-SELECTED-row-2-col-0""))",Chrome 108.0.0.0,,,2023-01-02 10:29:09,2023-01-02 10:29:10,1.224s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_M03_assignedPrograms-SELECTED-row-3-col-0""))",Chrome 108.0.0.0,,,2023-01-02 10:29:10,2023-01-02 10:29:11,1.205s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Save""))",Chrome 108.0.0.0,,,2023-01-02 10:29:11,2023-01-02 10:29:12,1.084s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_staff user (1)""))",Chrome 108.0.0.0,,,2023-01-02 10:29:12,2023-01-02 10:29:23,10.726s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Add""))",Chrome 108.0.0.0,,,2023-01-02 10:29:23,2023-01-02 10:29:25,1.894s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Primary_k-button-icon k-icon k-i-arrow-s""))",Chrome 108.0.0.0,,,2023-01-02 10:29:25,2023-01-02 10:29:27,2.337s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Primary_affiliation""), ""staff user"")",Chrome 108.0.0.0,,,2023-01-02 10:29:27,2023-01-02 10:29:32,4.593s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Secondary_affiliation""), ""user2"")",Chrome 108.0.0.0,,,2023-01-02 10:29:32,2023-01-02 10:29:34,1.555s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_M03_assignedPrograms-SELECTED-row-3-col-0""))",Chrome 108.0.0.0,,,2023-01-02 10:29:34,2023-01-02 10:29:34,0.909s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Save""))",Chrome 108.0.0.0,,,2023-01-02 10:29:34,2023-01-02 10:29:35,0.858s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/div_Successfully saved Affiliation""), ""Successfully saved Affiliation."")",Chrome 108.0.0.0,,,2023-01-02 10:29:35,2023-01-02 10:29:35,0.011s,NOT_RUN
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-clo_c0333a""))",Chrome 108.0.0.0,,,2023-01-02 10:29:35,2023-01-02 10:29:45,9.456s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Contains_copyFrom-selected-col-radio-0""))",Chrome 108.0.0.0,,,2023-01-02 10:29:45,2023-01-02 10:29:47,2.147s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Copy""))",Chrome 108.0.0.0,,,2023-01-02 10:29:47,2023-01-02 10:29:48,0.903s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2023-01-02 10:29:48,2023-01-02 10:29:48,0.011s,NOT_RUN
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/div_Programs Copied Successfully""), ""Programs Copied Successfully"")",Chrome 108.0.0.0,,,2023-01-02 10:29:48,2023-01-02 10:29:50,2.274s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Copy Programs - staff user_k-button-ic_e1b3d7""))",Chrome 108.0.0.0,,,2023-01-02 10:29:50,2023-01-02 10:29:54,4.165s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Add""))",Chrome 108.0.0.0,,,2023-01-02 10:29:54,2023-01-02 10:29:56,2.022s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Primary_affiliation""), ""staff user"")",Chrome 108.0.0.0,,,2023-01-02 10:29:56,2023-01-02 10:29:58,2.100s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Secondary_affiliation""), ""user3"")",Chrome 108.0.0.0,,,2023-01-02 10:29:58,2023-01-02 10:30:00,1.677s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_KL0_assignedPrograms-SELECTED-row-1-col-0""))",Chrome 108.0.0.0,,,2023-01-02 10:30:00,2023-01-02 10:30:01,0.912s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_M05_assignedPrograms-SELECTED-row-4-col-0""))",Chrome 108.0.0.0,,,2023-01-02 10:30:01,2023-01-02 10:30:02,0.892s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Save""))",Chrome 108.0.0.0,,,2023-01-02 10:30:02,2023-01-02 10:30:03,0.879s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2023-01-02 10:30:03,2023-01-02 10:30:03,0.010s,NOT_RUN
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/applyfrom""))",Chrome 108.0.0.0,,,2023-01-02 10:30:03,2023-01-02 10:30:05,2.613s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/ApplytoCheckbox1""))",Chrome 108.0.0.0,,,2023-01-02 10:30:05,2023-01-02 10:30:07,2.089s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/Applytocheckbox2""))",Chrome 108.0.0.0,,,2023-01-02 10:30:07,2023-01-02 10:30:08,0.938s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/Apply""))",Chrome 108.0.0.0,,,2023-01-02 10:30:08,2023-01-02 10:30:09,1.025s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/closeApplypopupwindow""))",Chrome 108.0.0.0,,,2023-01-02 10:30:09,2023-01-02 10:30:16,6.663s,PASSED
a = 1,Chrome 108.0.0.0,,,2023-01-02 10:30:16,2023-01-02 10:30:16,0.014s,PASSED
if (a == 5),Chrome 108.0.0.0,,,2023-01-02 10:30:16,2023-01-02 10:30:16,0.012s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2023-01-02 10:30:16,2023-01-02 10:30:18,2.006s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_SNP(1)_k-icon ng-tns-c68-17 k-i-expand""))",Chrome 108.0.0.0,,,2023-01-02 10:30:18,2023-01-02 10:30:20,2.052s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _a6b016""))",Chrome 108.0.0.0,,,2023-01-02 10:30:20,2023-01-02 10:30:21,0.933s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_user2""), OPTIONAL)",Chrome 108.0.0.0,,,2023-01-02 10:30:21,2023-01-02 10:30:24,2.607s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg f_9fce55""))",Chrome 108.0.0.0,,,2023-01-02 10:30:24,2023-01-02 10:30:25,0.914s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Record  1""), ""Record : 1"")",Chrome 108.0.0.0,,,2023-01-02 10:30:25,2023-01-02 10:30:27,2.123s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg f_5f7ad2""))",Chrome 108.0.0.0,,,2023-01-02 10:30:27,2023-01-02 10:30:28,0.939s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  2""), ""Records : 2"")",Chrome 108.0.0.0,,,2023-01-02 10:30:28,2023-01-02 10:30:29,1.645s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2023-01-02 10:30:29,2023-01-02 10:30:30,0.940s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  3""), ""Records : 3"")",Chrome 108.0.0.0,,,2023-01-02 10:30:30,2023-01-02 10:30:38,7.747s,PASSED
"mouseOver(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Assigned Programs_k-icon k-i-file-exce_807b9d""), OPTIONAL)",Chrome 108.0.0.0,,,2023-01-02 10:30:38,2023-01-02 10:30:39,1.293s,PASSED
"mouseOver(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Assigned Programs_k-icon k-i-file-pdf _669663""), OPTIONAL)",Chrome 108.0.0.0,,,2023-01-02 10:30:39,2023-01-02 10:30:40,0.996s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  31""), ""Records : 31"")",Chrome 108.0.0.0,,,2023-01-02 10:30:40,2023-01-02 10:30:40,0.004s,NOT_RUN
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2023-01-02 10:30:40,2023-01-02 10:30:41,0.928s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-check-square fa-lg""))",Chrome 108.0.0.0,,,2023-01-02 10:30:41,2023-01-02 10:30:42,0.890s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Contains_assignedPrograms-SELECTED-ro_1fd6e7""), OPTIONAL)",Chrome 108.0.0.0,,,2023-01-02 10:30:42,2023-01-02 10:30:43,1.296s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_KL0_assignedPrograms-SELECTED-row-1-col-0""), OPTIONAL)",Chrome 108.0.0.0,,,2023-01-02 10:30:43,2023-01-02 10:30:44,0.732s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-square-o""))",Chrome 108.0.0.0,,,2023-01-02 10:30:44,2023-01-02 10:30:45,0.901s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-check-square fa-lg""))",Chrome 108.0.0.0,,,2023-01-02 10:30:45,2023-01-02 10:30:46,0.891s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-square-o""))",Chrome 108.0.0.0,,,2023-01-02 10:30:46,2023-01-02 10:30:47,0.971s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _582439""))",Chrome 108.0.0.0,,,2023-01-02 10:30:47,2023-01-02 10:30:48,0.896s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  3""), ""Records : 3"")",Chrome 108.0.0.0,,,2023-01-02 10:30:48,2023-01-02 10:30:55,7.400s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2023-01-02 10:30:55,2023-01-02 10:30:56,0.946s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2023-01-02 10:30:56,2023-01-02 10:30:57,0.898s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2023-01-02 10:30:57,2023-01-02 10:31:00,3.375s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2023-01-02 10:31:00,2023-01-02 10:31:01,0.922s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2023-01-02 10:31:01,2023-01-02 10:31:04,2.913s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2023-01-02 10:31:04,2023-01-02 10:31:05,0.921s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/a_About MarketProminence_mpweb-navbar-icon-_43a834""))",Chrome 108.0.0.0,,,2023-01-02 10:31:05,2023-01-02 10:31:08,2.891s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Log Out""))",Chrome 108.0.0.0,,,2023-01-02 10:31:08,2023-01-02 10:31:09,0.881s,PASSED
"navigateToUrl(""https://mpwebsandbox.mhkdevsandbox.com/authenticate/Account/Logout?logoutId=CfDJ8K87TC5dzgBOtk8mjK3KbhZJ7srMBqIZeaK84EgHpItsTF3ug5ko5xKSjvrSn0sppYTlFgYNoqazYwuTiT7yZwYC5ERLgfRnHQUREdAE0koEe4iVBz1LPe7vFJyqL0EmWGUsrOdnRAvu33qN8wHH3dOKyIcGEi5fivCul-88yAJ6Ha4jyokVk9V5oWX7BBfFlc8fntCC3N0ijb2oQgkN_P8QOxY-K_BhAxzV_IH5bTo3ElkxmipC2F-Zl0LeoOkhtzPoTv_IzfUWdmNoGsxFoRSFhMtffMz7238EO-0QUWa4N9g_sUGm_ZjZIIHCjuIrMcMnm21n3B9mJIQPAQJWKy7c4VL9OuhLfKhs-07Y-dafoP7Ym62S5pnNUq5IDZ7n721k0WwE4Ryj78D0ZmlRHXJxtf5wUaGovO4ywS_4HDbCawSOzYekU5AODg7F4KHheRJlWghSxocNWvGXaHzepzSq8_KyaP1Pm-9el3YQqsNBpsNjhMiEHvtdyc9KVGGHpE1Rki8jBKph0-owSwtkINw"")",Chrome 108.0.0.0,,,2023-01-02 10:31:09,2023-01-02 10:31:09,0.276s,PASSED
"click(findTestObject(""Object Repository/Page_MarketProminence Authorization/body_MarketProminence Authorization        _4e99f9""))",Chrome 108.0.0.0,,,2023-01-02 10:31:09,2023-01-02 10:31:12,2.721s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MarketProminence Authorization/small_You are now logged out""), ""You are now logged out"")",Chrome 108.0.0.0,,,2023-01-02 10:31:12,2023-01-02 10:31:14,1.803s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2023-01-02 10:31:14,2023-01-02 10:31:16,2.370s,PASSED
