Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Primary_k-button-icon k-icon k-i-arrow-s""))",Chrome 108.0.0.0,,,2022-12-29 11:00:18,2022-12-29 11:00:20,1.983s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Primary_affiliation""), ""staff user"")",Chrome 108.0.0.0,,,2022-12-29 11:00:20,2022-12-29 11:00:22,1.730s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Secondary_affiliation""), ""user2"")",Chrome 108.0.0.0,,,2022-12-29 11:00:22,2022-12-29 11:00:23,1.655s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_M03_assignedPrograms-SELECTED-row-3-col-0""))",Chrome 108.0.0.0,,,2022-12-29 11:00:23,2022-12-29 11:00:24,0.955s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Save""))",Chrome 108.0.0.0,,,2022-12-29 11:00:24,2022-12-29 11:00:25,0.947s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/div_Successfully saved Affiliation""), ""Successfully saved Affiliation."")",Chrome 108.0.0.0,,,2022-12-29 11:00:25,2022-12-29 11:00:25,0.013s,NOT_RUN
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-clo_c0333a""))",Chrome 108.0.0.0,,,2022-12-29 11:00:25,2022-12-29 11:00:28,2.638s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Contains_copyFrom-selected-col-radio-0""))",Chrome 108.0.0.0,,,2022-12-29 11:00:28,2022-12-29 11:00:30,2.176s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Copy""))",Chrome 108.0.0.0,,,2022-12-29 11:00:30,2022-12-29 11:00:31,1.125s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-29 11:00:31,2022-12-29 11:00:32,0.302s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/div_Programs Copied Successfully""), ""Programs Copied Successfully"")",Chrome 108.0.0.0,,,2022-12-29 11:00:32,2022-12-29 11:00:34,2.088s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Copy Programs - staff user_k-button-ic_e1b3d7""))",Chrome 108.0.0.0,,,2022-12-29 11:00:34,2022-12-29 11:00:38,3.903s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Add""))",Chrome 108.0.0.0,,,2022-12-29 11:00:38,2022-12-29 11:00:40,2.169s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Primary_affiliation""), ""staff user"")",Chrome 108.0.0.0,,,2022-12-29 11:00:40,2022-12-29 11:00:47,7.567s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Secondary_affiliation""), ""user3"")",Chrome 108.0.0.0,,,2022-12-29 11:00:47,2022-12-29 11:00:49,1.673s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_KL0_assignedPrograms-SELECTED-row-1-col-0""))",Chrome 108.0.0.0,,,2022-12-29 11:00:49,2022-12-29 11:00:50,0.956s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_M05_assignedPrograms-SELECTED-row-4-col-0""))",Chrome 108.0.0.0,,,2022-12-29 11:00:50,2022-12-29 11:00:51,0.949s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Save""))",Chrome 108.0.0.0,,,2022-12-29 11:00:51,2022-12-29 11:00:52,0.901s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/applyfrom""))",Chrome 108.0.0.0,,,2022-12-29 11:00:52,2022-12-29 11:00:59,7.419s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/ApplytoCheckbox1""))",Chrome 108.0.0.0,,,2022-12-29 11:00:59,2022-12-29 11:01:02,2.267s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/Applytocheckbox2""))",Chrome 108.0.0.0,,,2022-12-29 11:01:02,2022-12-29 11:01:03,1.021s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/Apply""))",Chrome 108.0.0.0,,,2022-12-29 11:01:03,2022-12-29 11:01:03,0.936s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/closeApplypopupwindow""))",Chrome 108.0.0.0,,,2022-12-29 11:01:03,2022-12-29 11:01:10,6.671s,PASSED
a = 1,Chrome 108.0.0.0,,,2022-12-29 11:01:10,2022-12-29 11:01:10,0.012s,PASSED
if (a == 5),Chrome 108.0.0.0,,,2022-12-29 11:01:10,2022-12-29 11:01:10,0.010s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2022-12-29 11:01:10,2022-12-29 11:01:12,2.268s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_SNP(1)_k-icon ng-tns-c68-17 k-i-expand""))",Chrome 108.0.0.0,,,2022-12-29 11:01:12,2022-12-29 11:01:14,1.986s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _a6b016""))",Chrome 108.0.0.0,,,2022-12-29 11:01:14,2022-12-29 11:01:15,0.923s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_user2""))",Chrome 108.0.0.0,,,2022-12-29 11:01:15,2022-12-29 11:01:18,2.456s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg f_9fce55""))",Chrome 108.0.0.0,,,2022-12-29 11:01:18,2022-12-29 11:01:19,0.932s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Record  1""), ""Record : 1"")",Chrome 108.0.0.0,,,2022-12-29 11:01:19,2022-12-29 11:01:21,2.195s,FAILED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg f_5f7ad2""))",Chrome 108.0.0.0,,,2022-12-29 11:01:21,2022-12-29 11:01:22,1.028s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  2""), ""Records : 2"")",Chrome 108.0.0.0,,,2022-12-29 11:01:22,2022-12-29 11:01:24,2.057s,FAILED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2022-12-29 11:01:24,2022-12-29 11:01:25,0.971s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  3""), ""Records : 3"")",Chrome 108.0.0.0,,,2022-12-29 11:01:25,2022-12-29 11:01:27,2.219s,FAILED
"mouseOver(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Assigned Programs_k-icon k-i-file-exce_807b9d""))",Chrome 108.0.0.0,,,2022-12-29 11:01:27,2022-12-29 11:01:29,1.627s,PASSED
"mouseOver(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Assigned Programs_k-icon k-i-file-pdf _669663""))",Chrome 108.0.0.0,,,2022-12-29 11:01:29,2022-12-29 11:01:30,1.095s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  31""), ""Records : 31"")",Chrome 108.0.0.0,,,2022-12-29 11:01:30,2022-12-29 11:01:30,0.008s,NOT_RUN
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2022-12-29 11:01:30,2022-12-29 11:01:31,0.940s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-check-square fa-lg""))",Chrome 108.0.0.0,,,2022-12-29 11:01:31,2022-12-29 11:01:32,0.994s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Contains_assignedPrograms-SELECTED-ro_1fd6e7""))",Chrome 108.0.0.0,,,2022-12-29 11:01:32,2022-12-29 11:01:33,0.864s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_KL0_assignedPrograms-SELECTED-row-1-col-0""))",Chrome 108.0.0.0,,,2022-12-29 11:01:33,2022-12-29 11:03:19,1m - 45.935s,FAILED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-square-o""))",Chrome 108.0.0.0,,,2022-12-29 11:03:19,2022-12-29 11:03:20,1.259s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-check-square fa-lg""))",Chrome 108.0.0.0,,,2022-12-29 11:03:20,2022-12-29 11:03:27,6.595s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-square-o""))",Chrome 108.0.0.0,,,2022-12-29 11:03:27,2022-12-29 11:03:28,1.052s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _582439""))",Chrome 108.0.0.0,,,2022-12-29 11:03:28,2022-12-29 11:03:29,1.183s,FAILED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  3""), ""Records : 3"")",Chrome 108.0.0.0,,,2022-12-29 11:03:29,2022-12-29 11:03:30,1.025s,FAILED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2022-12-29 11:03:30,2022-12-29 11:03:31,1.083s,FAILED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2022-12-29 11:03:31,2022-12-29 11:04:51,1m - 19.615s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2022-12-29 11:04:51,2022-12-29 11:05:03,12.678s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2022-12-29 11:05:03,2022-12-29 11:05:06,3.165s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2022-12-29 11:05:06,2022-12-29 11:05:11,4.260s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2022-12-29 11:05:11,2022-12-29 11:05:11,0.830s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/a_About MarketProminence_mpweb-navbar-icon-_43a834""))",Chrome 108.0.0.0,,,2022-12-29 11:05:11,2022-12-29 11:05:14,2.921s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Log Out""))",Chrome 108.0.0.0,,,2022-12-29 11:05:14,2022-12-29 11:05:15,0.838s,PASSED
"navigateToUrl(""https://mpwebsandbox.mhkdevsandbox.com/authenticate/Account/Logout?logoutId=CfDJ8K87TC5dzgBOtk8mjK3KbhZJ7srMBqIZeaK84EgHpItsTF3ug5ko5xKSjvrSn0sppYTlFgYNoqazYwuTiT7yZwYC5ERLgfRnHQUREdAE0koEe4iVBz1LPe7vFJyqL0EmWGUsrOdnRAvu33qN8wHH3dOKyIcGEi5fivCul-88yAJ6Ha4jyokVk9V5oWX7BBfFlc8fntCC3N0ijb2oQgkN_P8QOxY-K_BhAxzV_IH5bTo3ElkxmipC2F-Zl0LeoOkhtzPoTv_IzfUWdmNoGsxFoRSFhMtffMz7238EO-0QUWa4N9g_sUGm_ZjZIIHCjuIrMcMnm21n3B9mJIQPAQJWKy7c4VL9OuhLfKhs-07Y-dafoP7Ym62S5pnNUq5IDZ7n721k0WwE4Ryj78D0ZmlRHXJxtf5wUaGovO4ywS_4HDbCawSOzYekU5AODg7F4KHheRJlWghSxocNWvGXaHzepzSq8_KyaP1Pm-9el3YQqsNBpsNjhMiEHvtdyc9KVGGHpE1Rki8jBKph0-owSwtkINw"")",Chrome 108.0.0.0,,,2022-12-29 11:05:15,2022-12-29 11:05:15,0.186s,PASSED
"click(findTestObject(""Object Repository/Page_MarketProminence Authorization/body_MarketProminence Authorization        _4e99f9""))",Chrome 108.0.0.0,,,2022-12-29 11:05:15,2022-12-29 11:05:16,0.651s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MarketProminence Authorization/small_You are now logged out""), ""You are now logged out"")",Chrome 108.0.0.0,,,2022-12-29 11:05:16,2022-12-29 11:05:18,2.151s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-29 11:05:18,2022-12-29 11:05:21,2.484s,PASSED
,,,,,,,
Test Cases/Add_Affiliation,Chrome 108.0.0.0,,,2022-12-29 11:05:21,2022-12-29 11:08:44,3m - 23.377s,PASSED
"callTestCase(findTestCase(""LoginTestcase""), [""url"":url, ""username"":username, ""password"":password], CONTINUE_ON_FAILURE)",Chrome 108.0.0.0,,,2022-12-29 11:05:21,2022-12-29 11:05:55,34.128s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/a_MarketProminence_mpweb-navbar-icon-button_1cdd27""))",Chrome 108.0.0.0,,,2022-12-29 11:05:55,2022-12-29 11:06:03,7.652s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/a_Setup""))",Chrome 108.0.0.0,,,2022-12-29 11:06:03,2022-12-29 11:06:04,1.171s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/a_Action""))",Chrome 108.0.0.0,,,2022-12-29 11:06:04,2022-12-29 11:06:24,19.585s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/selectAffiliation""))",Chrome 108.0.0.0,,,2022-12-29 11:06:24,2022-12-29 11:06:25,1.101s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Add""))",Chrome 108.0.0.0,,,2022-12-29 11:06:25,2022-12-29 11:06:34,9.567s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Primary_affiliation""), ""staff user"")",Chrome 108.0.0.0,,,2022-12-29 11:06:34,2022-12-29 11:06:38,3.826s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Secondary_affiliation""))",Chrome 108.0.0.0,,,2022-12-29 11:06:38,2022-12-29 11:06:40,1.404s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Secondary_affiliation""), ""user1"")",Chrome 108.0.0.0,,,2022-12-29 11:06:40,2022-12-29 11:06:42,2.897s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Lan_assignedPrograms-SELECTED-row-2-col-0""))",Chrome 108.0.0.0,,,2022-12-29 11:06:42,2022-12-29 11:06:44,1.261s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_M03_assignedPrograms-SELECTED-row-3-col-0""))",Chrome 108.0.0.0,,,2022-12-29 11:06:44,2022-12-29 11:06:45,1.254s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Save""))",Chrome 108.0.0.0,,,2022-12-29 11:06:45,2022-12-29 11:06:46,1.091s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_staff user (1)""))",Chrome 108.0.0.0,,,2022-12-29 11:06:46,2022-12-29 11:06:54,7.973s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Add""))",Chrome 108.0.0.0,,,2022-12-29 11:06:54,2022-12-29 11:06:56,2.189s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Primary_k-button-icon k-icon k-i-arrow-s""))",Chrome 108.0.0.0,,,2022-12-29 11:06:56,2022-12-29 11:06:58,1.822s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Primary_affiliation""), ""staff user"")",Chrome 108.0.0.0,,,2022-12-29 11:06:58,2022-12-29 11:07:00,1.576s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Secondary_affiliation""), ""user2"")",Chrome 108.0.0.0,,,2022-12-29 11:07:00,2022-12-29 11:07:01,1.700s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_M03_assignedPrograms-SELECTED-row-3-col-0""))",Chrome 108.0.0.0,,,2022-12-29 11:07:01,2022-12-29 11:07:06,4.335s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Save""))",Chrome 108.0.0.0,,,2022-12-29 11:07:06,2022-12-29 11:07:07,0.863s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/div_Successfully saved Affiliation""), ""Successfully saved Affiliation."")",Chrome 108.0.0.0,,,2022-12-29 11:07:07,2022-12-29 11:07:07,0.006s,NOT_RUN
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-clo_c0333a""))",Chrome 108.0.0.0,,,2022-12-29 11:07:07,2022-12-29 11:07:16,9.667s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Contains_copyFrom-selected-col-radio-0""))",Chrome 108.0.0.0,,,2022-12-29 11:07:16,2022-12-29 11:07:18,2.120s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Copy""))",Chrome 108.0.0.0,,,2022-12-29 11:07:18,2022-12-29 11:07:19,0.892s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-29 11:07:19,2022-12-29 11:07:19,0.234s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/div_Programs Copied Successfully""), ""Programs Copied Successfully"")",Chrome 108.0.0.0,,,2022-12-29 11:07:19,2022-12-29 11:07:21,1.861s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Copy Programs - staff user_k-button-ic_e1b3d7""))",Chrome 108.0.0.0,,,2022-12-29 11:07:21,2022-12-29 11:07:25,4.146s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Add""))",Chrome 108.0.0.0,,,2022-12-29 11:07:25,2022-12-29 11:07:28,2.088s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Primary_affiliation""), ""staff user"")",Chrome 108.0.0.0,,,2022-12-29 11:07:28,2022-12-29 11:07:29,1.943s,PASSED
"setText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Secondary_affiliation""), ""user3"")",Chrome 108.0.0.0,,,2022-12-29 11:07:29,2022-12-29 11:07:31,1.581s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_KL0_assignedPrograms-SELECTED-row-1-col-0""))",Chrome 108.0.0.0,,,2022-12-29 11:07:31,2022-12-29 11:07:32,0.882s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_M05_assignedPrograms-SELECTED-row-4-col-0""))",Chrome 108.0.0.0,,,2022-12-29 11:07:32,2022-12-29 11:07:33,0.920s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Save""))",Chrome 108.0.0.0,,,2022-12-29 11:07:33,2022-12-29 11:07:34,0.957s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/applyfrom""))",Chrome 108.0.0.0,,,2022-12-29 11:07:34,2022-12-29 11:07:36,2.663s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/ApplytoCheckbox1""))",Chrome 108.0.0.0,,,2022-12-29 11:07:36,2022-12-29 11:07:39,2.225s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/Applytocheckbox2""))",Chrome 108.0.0.0,,,2022-12-29 11:07:39,2022-12-29 11:07:40,0.957s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/Apply""))",Chrome 108.0.0.0,,,2022-12-29 11:07:40,2022-12-29 11:07:41,0.907s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/closeApplypopupwindow""))",Chrome 108.0.0.0,,,2022-12-29 11:07:41,2022-12-29 11:07:47,6.633s,PASSED
a = 1,Chrome 108.0.0.0,,,2022-12-29 11:07:47,2022-12-29 11:07:47,0.012s,PASSED
if (a == 5),Chrome 108.0.0.0,,,2022-12-29 11:07:47,2022-12-29 11:07:47,0.008s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2022-12-29 11:07:47,2022-12-29 11:07:49,2.023s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_SNP(1)_k-icon ng-tns-c68-17 k-i-expand""))",Chrome 108.0.0.0,,,2022-12-29 11:07:49,2022-12-29 11:07:51,1.976s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _a6b016""))",Chrome 108.0.0.0,,,2022-12-29 11:07:51,2022-12-29 11:07:52,0.946s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_user2""))",Chrome 108.0.0.0,,,2022-12-29 11:07:52,2022-12-29 11:07:55,2.718s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg f_9fce55""))",Chrome 108.0.0.0,,,2022-12-29 11:07:55,2022-12-29 11:07:56,0.922s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Record  1""), ""Record : 1"")",Chrome 108.0.0.0,,,2022-12-29 11:07:56,2022-12-29 11:07:58,1.862s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg f_5f7ad2""))",Chrome 108.0.0.0,,,2022-12-29 11:07:58,2022-12-29 11:07:59,1.083s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  2""), ""Records : 2"")",Chrome 108.0.0.0,,,2022-12-29 11:07:59,2022-12-29 11:08:01,1.820s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Voluntary Disenroll Reason(18)_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2022-12-29 11:08:01,2022-12-29 11:08:02,0.906s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  3""), ""Records : 3"")",Chrome 108.0.0.0,,,2022-12-29 11:08:02,2022-12-29 11:08:03,1.679s,PASSED
"mouseOver(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Assigned Programs_k-icon k-i-file-exce_807b9d""))",Chrome 108.0.0.0,,,2022-12-29 11:08:03,2022-12-29 11:08:04,0.957s,PASSED
"mouseOver(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Assigned Programs_k-icon k-i-file-pdf _669663""))",Chrome 108.0.0.0,,,2022-12-29 11:08:04,2022-12-29 11:08:05,1.007s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  31""), ""Records : 31"")",Chrome 108.0.0.0,,,2022-12-29 11:08:05,2022-12-29 11:08:05,0.006s,NOT_RUN
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-table""))",Chrome 108.0.0.0,,,2022-12-29 11:08:05,2022-12-29 11:08:09,3.783s,PASSED
